origin,variety,process,acidity,body,sweetness,cup_total,source
Guatemala,Bourbon,Washed / Wet,0.594,0.324,1.0,76.5,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.5,0.601,1.0,76.42,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.643,0.577,0.847,76.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.549,0.526,1.0,76.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
United States (Hawaii),Hawaiian Kona,Natural / Dry,0.549,0.625,0.923,76.25,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
United States (Hawaii),정보없음,Natural / Dry,0.666,0.727,0.769,76.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.523,0.502,1.0,76.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Indonesia,Other,Natural / Dry,0.237,0.7,0.923,76.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Bourbon,Washed / Wet,0.549,0.577,1.0,76.08,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Honduras,Pacas,Natural / Dry,0.451,0.526,1.0,76.0,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Philippines,정보없음,Washed / Wet,0.477,0.45,0.923,75.83,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Brazil,정보없음,Natural / Dry,0.643,0.577,1.0,75.67,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.666,0.625,0.769,75.58,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.5,0.577,1.0,75.58,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Pacamara,Washed / Wet,0.5,0.577,1.0,75.5,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Mundo Novo,Washed / Wet,0.451,0.601,1.0,75.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Other,Washed / Wet,0.523,0.577,1.0,75.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.549,0.652,1.0,75.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.477,0.577,1.0,75.0,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.5,0.526,1.0,74.92,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.571,0.676,1.0,74.83,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.5,0.601,1.0,74.75,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.549,0.526,1.0,74.75,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.643,0.625,1.0,74.67,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
United States (Hawaii),Hawaiian Kona,Natural / Dry,0.571,0.652,0.616,74.42,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Bourbon,Washed / Wet,0.643,0.625,0.847,74.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.451,0.55,1.0,74.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.594,0.601,1.0,74.0,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.666,0.625,1.0,73.83,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
United States (Hawaii),Hawaiian Kona,Natural / Dry,0.666,0.727,0.616,73.67,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Brazil,정보없음,정보없음,0.5,0.526,1.0,73.5,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Honduras,Pacas,Washed / Wet,0.549,0.526,0.769,73.42,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.523,0.502,0.769,72.92,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Colombia,정보없음,Natural / Dry,0.594,0.652,0.616,72.83,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
United States (Hawaii),Hawaiian Kona,Natural / Dry,0.643,0.7,0.923,72.58,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Haiti,정보없음,정보없음,0.549,0.625,0.847,72.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Costa Rica,Caturra,Washed / Wet,0.451,0.324,1.0,71.75,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Mundo Novo,Washed / Wet,0.477,0.577,1.0,71.08,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Bourbon,Washed / Wet,0.549,0.625,1.0,71.0,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Typica,Washed / Wet,0.477,0.652,1.0,70.75,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Brazil,정보없음,Natural / Dry,0.5,0.625,1.0,70.67,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Honduras,Catuai,Washed / Wet,0.406,0.474,0.769,69.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Honduras,Catuai,Washed / Wet,0.406,0.375,0.769,69.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Honduras,Catuai,Washed / Wet,0.357,0.426,0.769,69.17,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Mexico,Bourbon,Washed / Wet,0.62,0.601,1.0,68.33,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Haiti,Typica,Natural / Dry,0.406,0.55,0.539,67.92,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Nicaragua,Caturra,Other,0.286,0.351,0.539,63.08,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
Guatemala,Catuai,Washed / Wet,0.691,0.625,0.0,59.83,CQI via jldbc/coffee-quality-database (arabica_data_cleaned)
